plot_id_needle,year,vpd,tmax,ppt
FS_12,1931,6.2095555729336205,6.670666654904683,531.3310079574585
FS_12,1932,5.236888938479954,4.359889037079281,981.407995223999
FS_12,1933,5.728666570451525,4.860111173656252,612.0850064754486
FS_12,1934,7.4541111257341175,8.507000022464329,677.1790008544922
FS_12,1935,5.849666701422797,5.512555602524015,962.5030059814453
FS_12,1936,5.821111175749037,5.894888871245914,1108.9640083312988
FS_12,1937,6.350111126899719,5.73666663799021,905.9119877815247
FS_12,1938,6.4801111751132545,6.800777789619234,1443.9379863739014
FS_12,1939,6.489888959460789,6.98155547098981,533.0239987373352
FS_12,1940,7.282222191492717,7.853555659453074,1165.364010810852
FS_12,1941,4.977222204208374,5.517222232288784,1167.5809917449951
FS_12,1942,5.231333348486158,5.1074445048968,1241.9810063838959
FS_12,1943,5.804333262973362,6.9273331960042315,1130.2150106430054
FS_12,1944,3.263888895511627,5.54077770974901,725.9650115966797
FS_12,1945,3.938777791129218,5.587111072407828,1010.7549781799316
FS_12,1946,5.762444443172878,6.755000101195441,980.1690149307251
FS_12,1947,6.638999965455797,7.502333376142714,732.9939870834351
FS_12,1948,4.6018889215257435,4.258777730994755,818.4459896087646
FS_12,1949,5.477666682667202,4.625666509071986,733.6730053424835
FS_12,1950,5.827333258257972,5.487666620148553,947.364016532898
FS_12,1951,5.562000009748671,5.92700015174018,1263.2529911994934
FS_12,1952,4.94144442346361,4.208222220341365,1454.5740127563477
FS_12,1953,6.097000042597453,6.34844449824757,978.9499943256378
FS_12,1954,7.371444384256999,8.046222276157803,819.3070163726807
FS_12,1955,6.511888874901666,6.366333338949415,729.2600016593933
FS_12,1956,6.348000023100111,6.746889105791019,1542.4109933376312
FS_12,1957,6.271333376566569,6.81333327293396,874.429003238678
FS_12,1958,5.260444402694702,5.884222192896737,1290.171989440918
FS_12,1959,7.586888816621569,8.385666661792332,669.1229977607727
FS_12,1960,7.6234446499082775,7.500666623314221,756.3659973144531
FS_12,1961,6.819111002816094,7.083889034059313,647.6320085525513
FS_12,1962,6.442999972237481,6.202555497487386,895.1949853897095
FS_12,1963,5.702444447411431,6.209777745935652,1220.2250137329102
FS_12,1964,6.1160000165303545,6.190555547674497,737.5279951095581
FS_12,1965,5.964777761035496,6.23799991607666,1362.511999130249
FS_12,1966,7.736111190583971,7.429999863107999,664.254985332489
FS_12,1967,6.0233334170447455,6.156888847549756,1409.1659960150719
FS_12,1968,7.10011100769043,7.339777688185374,774.4089946746826
FS_12,1969,5.933222201135424,6.067777726385328,1452.4970178604126
FS_12,1970,6.389333354102241,6.652222235997518,1155.1230008602142
FS_12,1971,5.677777846654256,5.866444514857398,1084.9229907989502
FS_12,1972,6.581666628519694,6.405999991628859,765.3580074310303
FS_12,1973,6.1221110290951195,5.856333280603091,1040.6029996871948
FS_12,1974,6.833000024159749,6.419777701298396,1217.2880289554596
FS_12,1975,6.08933334880405,5.451444599363539,974.0499925613403
FS_12,1976,7.030777931213379,6.868444469239977,445.16400241851807
FS_12,1977,7.108666684892443,7.255111230744256,348.1559987068176
FS_12,1978,6.630444473690456,6.854888916015625,1177.497995853424
FS_12,1979,7.058222187889947,6.285888923539056,794.3930017352104
FS_12,1980,6.159444491068522,6.228999932607015,1274.5670185089111
FS_12,1981,7.638333320617676,8.317333300908407,662.5009925663471
FS_12,1982,5.627222220102946,5.817889014879863,1803.4099617004395
FS_12,1983,5.0611111587948265,4.918666607803768,1579.157995223999
FS_12,1984,6.2314444118075905,6.822999982370271,1160.8030071258545
FS_12,1985,7.071111175749037,6.527333372169071,704.0879993438721
FS_12,1986,7.135222170088026,7.592333383030361,1322.9870252609253
FS_12,1987,7.211666742960612,7.468333350287543,484.41899967193604
FS_12,1988,7.621999926037258,7.52766662173801,525.1389980316162
FS_12,1989,7.6654444800482855,7.671999931335449,1000.7689983844757
FS_12,1990,7.610888825522529,7.9104445113076105,642.244993686676
FS_12,1991,7.552777740690443,6.569999956422382,650.3820090293884
FS_12,1992,7.861888779534234,8.779666635725233,538.4009957313538
FS_12,1993,6.012222210566203,6.06177771753735,1284.087968826294
FS_12,1994,7.8663332727220325,7.36622207529015,558.1769953966141
FS_12,1995,4.938111199273004,5.137889001104567,1635.329002380371
FS_12,1996,7.418000009324816,7.593444493081835,1320.1300067901611
FS_12,1997,6.0049999422497216,6.935777723789215,1472.7530059814453
FS_12,1998,4.6479999621709185,4.8377777768505945,1201.472002029419
FS_12,1999,6.096555603875054,5.726333340009053,1153.9049987792969
FS_12,2000,8.144777801301744,8.255111138025919,887.6039953231812
FS_12,2001,8.051777813169691,7.156666739119424,509.1099934577942
FS_12,2002,7.656111054950291,7.4939999845292835,860.0099980831146
FS_12,2003,7.545333385467529,7.222222124536832,917.8179993629456
FS_12,2004,7.531555546654595,7.508555435472065,791.1420159339905
FS_12,2005,6.801777733696832,6.346999989615546,1095.6020050048828
FS_12,2006,7.022666692733765,6.933444387382931,1523.3759779930115
FS_12,2007,7.965777768029107,7.5153332286410865,573.4529943466187
FS_12,2008,7.235333469178942,6.348333411746555,695.1510014533997
FS_12,2009,7.426999939812554,7.162888964017232,796.0930213928223
FS_12,2010,6.673111120859782,5.382222168975407,909.9960083961487
FS_12,2011,5.759888860914442,5.066666679249869,1377.7480144500732
FS_12,2012,7.275888946321276,6.952222426732381,619.988995552063
FS_12,2013,8.11299999554952,7.386333200666639,699.3470058441162
FS_12,2014,8.316000037723118,8.056777874628702,546.0940017700195
FS_12,2015,8.212999979654947,8.987444400787354,589.7270035743713
FS_12,2016,6.9606667094760475,7.115666621261173,1032.7529938220978
FS_12,2017,6.435111151801215,6.4248890148268805,1944.9640083312988
FS_12,2018,7.636222283045451,7.748444464471605,872.2810158729553
FS_12,2019,6.302777806917827,6.079222268528408,1109.078992843628
FS_12,2020,6.099599838256836,4.947599965333938,363.65199875831604
FS_15,1901,6.333555618921916,6.24022223883205,888.783002614975
FS_15,1902,7.3333333598242865,7.102666649553511,691.7639961242676
FS_15,1903,6.355333354738024,5.496444529957241,736.9129981994629
FS_15,1904,7.08899998664856,6.812999977005853,976.9510173797607
FS_15,1905,6.995777818891737,7.434111144807604,691.9369874000549
FS_15,1906,6.700111124250624,6.637888775931464,1038.049991607666
FS_15,1907,6.510555585225423,6.278777685430315,1123.1459883749485
FS_15,1908,7.555000040266249,7.552222225401136,544.0810074806213
FS_15,1909,6.98911099963718,6.7105555931727094,867.9699788093567
FS_15,1910,8.296222156948513,8.09344439374076,615.006000995636
FS_15,1911,7.026444461610582,6.844666732682122,866.8089942932129
FS_15,1912,6.22711115413242,5.541555510626899,420.72099924087524
FS_15,1913,5.504888905419244,4.903666602240668,452.4750003814697
FS_15,1914,7.268444405661689,7.400666740205553,913.0620193481445
FS_15,1915,6.927666611141628,6.566222104761335,777.1929969787598
FS_15,1916,8.099111252360874,7.8645555178324384,716.185001373291
FS_15,1917,5.745333380169338,4.110111027956009,578.0209884643555
FS_15,1918,8.01344445016649,7.888111246956719,522.330996081233
FS_15,1919,7.718999968634711,7.227111087905036,544.2530002593994
FS_15,1920,6.893333329094781,6.560777796639337,488.7090091705322
FS_15,1921,6.27433345052931,5.794222043620215,745.459997177124
FS_15,1922,7.124333328670925,6.639666777518061,748.7539987564087
FS_15,1923,6.737777789433797,6.628222386042277,668.0450077056885
FS_15,1924,8.52111111746894,8.231888903511894,278.3979961872101
FS_15,1925,6.742666668362087,6.553999900817871,754.1680068969727
FS_15,1926,9.260000069936117,9.374777687920464,562.3590021133423
FS_15,1927,7.067666636572944,6.912444402774175,840.1580066680908
FS_15,1928,7.823444366455078,7.853666596942478,631.9389934539795
FS_15,1929,6.776222229003906,6.283666650454204,492.37298822402954
FS_15,1930,7.69611120223999,7.581444435649448,606.8439905643463
FS_15,1931,6.916888846291436,6.819888883166843,425.19300270080566
FS_15,1932,5.8267777231004505,4.453555471367306,786.5449848175049
FS_15,1933,6.27966660923428,5.041333302855492,522.2050021886826
FS_15,1934,8.011999977959526,8.466666791174147,502.01900148391724
FS_15,1935,6.341888984044393,5.558888964354992,767.3910045623779
FS_15,1936,6.272444486618042,5.663000092738205,845.4619941711426
FS_15,1937,6.6005555391311646,5.3681111335754395,723.4220027923584
FS_15,1938,6.869777785407172,6.640888935989803,979.0149993896484
FS_15,1939,6.858000013563368,6.678666710853577,400.9019966125488
FS_15,1940,7.731666511959499,7.783888820144865,758.9259905815125
FS_15,1941,5.597777684529622,5.574666586187151,808.8899803161621
FS_15,1942,5.656111187405056,5.103888822926415,929.0929946899414
FS_15,1943,6.1657777892218695,6.921444522009955,867.617995262146
FS_15,1944,4.490666694111294,5.422888901498583,487.2460050582886
FS_15,1945,4.781333406766255,5.450222259180413,826.2340106964111
FS_15,1946,6.019000053405762,6.198777709570196,714.3459968566895
FS_15,1947,6.855111069149441,7.102111074659559,587.2630100250244
FS_15,1948,5.166777743233575,4.50244452804327,631.1020050048828
FS_15,1949,6.016444418165419,4.885777748293346,477.4099909812212
FS_15,1950,6.2926665676964655,5.783000005616082,693.4930086135864
FS_15,1951,6.2041111787160235,6.473999849210183,950.9009962081909
FS_15,1952,5.608222272660997,4.764111055268182,899.9650182723999
FS_15,1953,6.491222169664171,6.1987778511312275,646.9059913158417
FS_15,1954,7.795111020406087,8.057444453239441,543.9760093688965
FS_15,1955,6.622555626763238,6.069444457689921,497.4380054473877
FS_15,1956,6.684666527642144,6.609333335525459,1137.7699947357178
FS_15,1957,6.444333341386583,6.59899984465705,675.0770013332367
FS_15,1958,5.807111024856567,5.880444506804149,882.2439861297607
FS_15,1959,7.809222274356419,8.168444279167387,456.223997592926
FS_15,1960,8.053555621041191,7.709222111437056,446.93499845825136
FS_15,1961,7.322444491916233,7.289888858795166,467.22100162506104
FS_15,1962,6.840999868181017,6.236333350340526,626.3010015487671
FS_15,1963,6.35700003306071,6.443555408053928,943.9670124053955
FS_15,1964,6.5854444238874645,6.300777776373757,556.6419992446899
FS_15,1965,6.220111078686184,6.135555571979946,934.1300058364868
FS_15,1966,7.926111141840617,7.333111285335487,445.5079987049103
FS_15,1967,6.295888953738743,6.024222219983737,1033.872992515564
FS_15,1968,7.0153332816229925,6.869666669103834,525.6850023269653
FS_15,1969,5.8348888821072045,5.470666782723533,1068.3090281486511
FS_15,1970,6.2401111125946045,6.152666608492534,778.076014995575
FS_15,1971,5.695333295398289,5.410222252209981,750.1090068817139
FS_15,1972,6.564777771631877,6.133888906902737,526.1010036468506
FS_15,1973,6.163000000847711,5.432111133717829,675.0929908752441
FS_15,1974,7.003222227096558,6.1964444518089294,801.422993183136
FS_15,1975,6.316333399878608,5.247333327929179,697.2889995574951
FS_15,1976,7.286333296034071,6.626888910929362,334.5909970998764
FS_15,1977,7.615777810414632,7.132555524508159,345.28100526332855
FS_15,1978,6.804888937208387,6.645777742067973,837.2200059890747
FS_15,1979,7.169555611080593,6.055999947918786,663.1060028988868
FS_15,1980,6.482777913411458,6.075333290629917,1011.6160068511963
FS_15,1981,7.8497778044806585,7.964000119103326,520.8060026168823
FS_15,1982,6.07444445292155,5.870777616277337,1174.4539909362793
FS_15,1983,5.653666628731622,5.084444416893853,1131.7120094299316
FS_15,1984,6.659888850318061,6.702666681673792,825.3919982910156
FS_15,1985,7.434777895609538,6.5801110996140375,546.8820066452026
FS_15,1986,7.379111104541355,7.567444536421034,964.7869997024536
FS_15,1987,7.696666770511204,7.573666678534614,391.0719962120056
FS_15,1988,7.9552220768398705,7.58133331934611,405.78399896621704
FS_15,1989,7.81588888168335,7.477333294020759,695.09100341796875
FS_15,1990,8.098777823978,8.067888882425096,494.1100025177002
FS_15,1991,7.639888789918688,6.160111102792952,540.0750045776367
FS_15,1992,8.28000005086263,8.356333282258776,455.2949981689453
FS_15,1993,6.93977771864997,5.999444474776586,892.2049903869629
FS_15,1994,8.318444463941786,7.434777822759417,465.04499983787537
FS_15,1995,5.709888868861729,5.254333406686783,1235.6909952163696
FS_15,1996,8.015444464153713,7.9200000233120385,970.1740016937256
FS_15,1997,6.839444398880005,7.111888845761617,1021.4429798126221
FS_15,1998,5.541111138131884,5.150999936792585,960.5450038909912
FS_15,1999,6.804444313049316,5.930111037360297,850.9849891662598
FS_15,2000,8.969444380866157,8.889555414517721,637.4069957733154
FS_15,2001,8.625666644838121,7.8684444524761705,421.13500595092773
FS_15,2002,8.610777669482761,8.248555415206486,621.802001953125
FS_15,2003,8.277555545171102,7.808222247494592,724.1550061702728
FS_15,2004,8.07077768113878,7.371777786148919,533.069995239377
FS_15,2005,6.46344452434116,5.89900000890096,779.21600341796875
FS_15,2006,7.250444438722399,6.823333375983768,930.7319887429476
FS_15,2007,8.397777928246391,7.627999954753452,441.08200192451477
FS_15,2008,7.69744446542528,6.553555621041192,534.9150023460388
FS_15,2009,7.746111128065321,7.247111055586073,591.4309959411621
FS_15,2010,6.7713333235846624,5.535444524553087,672.0089944452047
FS_15,2011,6.460000064637926,5.371777799394396,1139.2270069122314
FS_15,2012,8.270777702331543,7.429555416107178,375.71099734306335
FS_15,2013,8.484444326824612,7.384222229321797,530.9679999351501
FS_15,2014,9.027222209506565,8.247666517893473,463.60200119018555
FS_15,2015,8.752222114139133,8.954222149319119,437.49999713897705
FS_15,2016,7.37866669230991,7.19533332851198,795.7720015565865
FS_15,2017,7.43155558904012,6.736777869570586,1389.198020517826
FS_15,2018,8.591555383470324,8.09388890531328,645.2999992370605
FS_15,2019,6.715666638480292,6.253777848349677,916.827995300293
FS_15,2020,6.79539999961853,5.477400016784668,264.13999795913696
FS_D1,1901,6.942222144868639,7.443555619981554,1174.3889966011047
FS_D1,1902,7.811888800726996,8.03988880581326,1012.6839962005615
FS_D1,1903,6.944888962639703,6.703333351347181,1043.0990104675293
FS_D1,1904,7.544777817196316,7.701666633288066,1454.2849960327148
FS_D1,1905,7.7176666259765625,8.674555566575792,910.1069889068604
FS_D1,1906,7.173000070783827,7.617777771419949,1474.7689895629883
FS_D1,1907,6.990666680865818,7.271222264402443,1707.0280151367188
FS_D1,1908,8.065333445866903,8.483444319831001,758.9580087661743
FS_D1,1909,7.538222153981526,7.742222282621595,1260.3040323257446
FS_D1,1910,8.444555547502306,8.617444356282553,1043.116998910904
FS_D1,1911,7.590666664971246,7.915333390235901,1323.6200141906738
FS_D1,1912,6.805222219891018,6.644666684998406,718.4300003051758
FS_D1,1913,6.168666521708171,6.123444437980652,736.4920082092285
FS_D1,1914,8.03177777926127,8.626666651831734,1225.7740058898926
FS_D1,1915,7.5582222143809,7.696666528781255,1124.9050064086914
FS_D1,1916,8.719110978974236,8.886444383197361,1070.6230140924454
FS_D1,1917,6.674111154344347,5.869444337156084,971.7070064544678
FS_D1,1918,9.04833337995741,9.294222116470337,754.1100196838379
FS_D1,1919,8.505111005571154,8.460555666022831,828.4629974365234
FS_D1,1920,7.707222196790907,7.93033324347602,786.9639830589294
FS_D1,1921,6.884111139509413,6.997888806793425,1134.2529888153076
FS_D1,1922,7.842333343293932,7.790222313668993,1106.8620071411133
FS_D1,1923,7.245111015107897,7.654888921313816,1007.9950008392334
FS_D1,1924,9.195666790008545,9.272555377748278,439.13999819755554
FS_D1,1925,7.123999993006389,7.392333189646403,1087.9120063781738
FS_D1,1926,10.930777655707466,11.428444226582846,752.032995223999
FS_D1,1927,7.58022223578559,7.859777635998196,1131.2970008850098
FS_D1,1928,8.645000086890327,9.123222218619453,940.6220073699951
FS_D1,1929,7.356666723887126,7.434444427490234,706.4320101737976
FS_D1,1930,8.252111223008898,8.274555524190268,899.1030058860779
FS_D1,1931,7.8582222196790905,8.33355556594001,612.3600015640259
FS_D1,1932,6.4527778890397816,5.565555698341793,1101.7930183410645
FS_D1,1933,6.843111170662774,6.052111050734918,742.8059873580933
FS_D1,1934,8.998888810475668,10.024666706720987,731.5780005455017
FS_D1,1935,7.135555611716376,7.028888914320204,1095.5830039978027
FS_D1,1936,6.84533339076572,6.833777753015359,1336.9109935760498
FS_D1,1937,7.2485554748111305,6.483111023902893,1076.5410022735596
FS_D1,1938,7.570888863669501,7.73666665951411,1643.9160041809082
FS_D1,1939,7.483333349227905,7.764888879325655,696.7440128326416
FS_D1,1940,8.4691112836202,8.945110983318752,1219.695017337799
FS_D1,1941,6.34677775700887,6.914444420072767,1323.2229957580566
FS_D1,1942,6.1245556407504615,6.046222143703037,1339.040003940463
FS_D1,1943,6.79277777671814,7.994999991522895,1255.6999988555908
FS_D1,1944,5.3867777188618975,6.87366662422816,844.4050064086914
FS_D1,1945,5.659222178988987,6.80766667260064,1338.1300163269043
FS_D1,1946,6.534111075931126,7.165222260687086,1201.6849994659424
FS_D1,1947,7.156777832243177,7.81422225634257,888.3470001220703
FS_D1,1948,5.877888864941067,5.863777710331811,1065.2799949645996
FS_D1,1949,7.274333318074544,6.914000024398168,785.6289998292923
FS_D1,1950,7.2419999440511065,7.113222360610962,1018.9340133666992
FS_D1,1951,7.003666586346096,7.753555648856693,1414.2460279464722
FS_D1,1952,6.331666469573975,5.960111088222927,1497.55100440979
FS_D1,1953,6.91466662618849,7.183999988767836,956.5020065307617
FS_D1,1954,8.09844446182251,8.734333263503181,922.2390050888062
FS_D1,1955,6.885666794247097,6.612777882152134,798.2109923362732
FS_D1,1956,6.882777823342217,7.069999956422382,1625.1869974136353
FS_D1,1957,7.066333320405748,7.6561110681957665,1010.8849921226501
FS_D1,1958,6.100333425733778,6.847888972196314,1418.5280075073242
FS_D1,1959,8.496444357766045,9.127555510236157,713.1529965400696
FS_D1,1960,8.933888779746162,9.028222103913626,787.8349933624268
FS_D1,1961,8.219777743021647,8.656777832243177,708.7639980316162
FS_D1,1962,7.341555568906996,7.247222185134888,974.2299928665161
FS_D1,1963,6.960222297244602,7.847333351771037,1412.2289810180664
FS_D1,1964,7.370555612776014,7.766777859793769,842.3830051422119
FS_D1,1965,6.842000060611301,7.090777688556248,1405.2599964141846
FS_D1,1966,8.893888976838854,8.722444534301758,731.1050088405609
FS_D1,1967,6.617666615380181,6.714999920792049,1524.7670391052961
FS_D1,1968,7.695999993218316,7.970555557145013,782.4300060272217
FS_D1,1969,6.350222296184963,6.402111086580488,1693.4010014533997
FS_D1,1970,6.970555676354302,7.1326666540569725,1232.3560017347336
FS_D1,1971,6.18177768919203,6.2036666009161205,1129.1060066223145
FS_D1,1972,7.268555429246691,7.091444439358181,833.9739933013916
FS_D1,1973,6.626000165939331,6.5529999534289045,1107.503999710083
FS_D1,1974,7.694444285498725,7.7284444504314,1306.0540080070496
FS_D1,1975,6.921111186345418,6.8635556432935925,1101.850025177002
FS_D1,1976,7.735111183590359,7.826222287284003,577.8119993209839
FS_D1,1977,8.185333410898844,8.71088883611891,414.64200019836426
FS_D1,1978,7.500222206115723,7.9866668118370905,1349.1349782943726
FS_D1,1979,7.8069999482896595,7.384999970595042,931.3450109958649
FS_D1,1980,6.496666616863674,6.553888983196682,1399.6489925384521
FS_D1,1981,7.686333338419597,8.446555614471436,722.33599853515625
FS_D1,1982,5.910222238964504,5.961666689978705,1721.0260009765625
FS_D1,1983,5.453222274780273,5.215111076831818,1694.4249782562256
FS_D1,1984,6.506777789857653,6.882222208711836,1208.02099609375
FS_D1,1985,7.596666627460056,6.87244435151418,833.9749908447266
FS_D1,1986,7.667555650075276,8.061000002755058,1364.0210132598877
FS_D1,1987,7.936111079321967,8.251777874098885,567.4920063018799
FS_D1,1988,8.629000001483494,8.626111037201351,599.1449956893921
FS_D1,1989,8.435666720072428,8.282333479987251,1045.1410264968872
FS_D1,1990,8.361999988555908,8.732555588086447,734.3549976348877
FS_D1,1991,8.225444502300686,7.491999982131852,779.1219902038574
FS_D1,1992,8.831000063154432,9.265666564305624,763.5339984893799
FS_D1,1993,7.322111235724555,6.967888971169789,1372.5379734039307
FS_D1,1994,9.061777856614855,8.515222337510851,638.6440048217773
FS_D1,1995,6.0887777540418835,6.117777915464507,1685.6790313720703
FS_D1,1996,8.606222232182821,9.01499989297655,1341.0229892730713
FS_D1,1997,7.3441111246744795,8.314222150378757,1463.528024673462
FS_D1,1998,6.0476666821373835,6.285222192605336,1373.1570053100586
FS_D1,1999,7.458666801452637,7.041999922858344,1160.9090061187744
FS_D1,2000,9.635111014048258,9.649666481547886,946.4099855422974
FS_D1,2001,9.391555627187094,8.695444444815317,657.2370036840439
FS_D1,2002,9.327333238389757,9.134888887405396,885.7850341796875
FS_D1,2003,8.644555436240303,8.314777811368307,967.9699969291687
FS_D1,2004,8.975222322675917,8.564333432250553,828.6659958362579
FS_D1,2005,7.4034445020887585,7.010222249560886,1246.9519996643066
FS_D1,2006,8.19611112276713,8.054000042378902,1395.558007478714
FS_D1,2007,9.299555513593885,8.821222252315945,678.4810028076172
FS_D1,2008,8.649110979504055,7.792333173669046,759.1180076599121
FS_D1,2009,8.598666614956326,8.422111060884264,968.9480056762695
FS_D1,2010,7.348222308688694,6.843666606479221,1038.2320137023926
FS_D1,2011,7.077111191219753,6.589111036724514,1615.7920036315918
FS_D1,2012,8.898888799879286,8.636555751164755,673.1769852638245
FS_D1,2013,9.3813333246443,8.704777714278963,803.5410099029541
FS_D1,2014,9.823999934726292,9.488444593217638,658.1929987072945
FS_D1,2015,9.88555547926161,10.27400000890096,616.9770007133484
FS_D1,2016,8.32011103630066,8.46844450632731,1100.310002565384
FS_D1,2017,7.945666737026638,7.822777691814634,2037.0309810638428
FS_D1,2018,9.160333474477133,9.1758889887068,910.5040073394775
FS_D1,2019,7.447111103269789,7.376222266091241,1255.0609674453735
FS_D1,2020,7.225999927520752,6.473000073432923,381.38800621032715
FS_D2,1901,6.519777748319838,6.629222181108263,908.4890043735504
FS_D2,1902,7.528666761186388,7.441000057591332,751.4260091781616
FS_D2,1903,6.503111124038696,5.823111202981737,788.9740090370178
FS_D2,1904,7.229444397820367,7.074111143747966,1035.8710098266602
FS_D2,1905,7.2181111971537275,7.847444481319851,693.8489940166473
FS_D2,1906,6.907444318135579,7.05755549006992,1081.3809928894043
FS_D2,1907,6.6862221823798285,6.625888900624381,1249.9049946963787
FS_D2,1908,7.732888831032647,7.882000154919094,578.4520063400269
FS_D2,1909,7.2688888443840876,7.2175555593437615,950.1670198440552
FS_D2,1910,8.33299994468689,8.277555478943718,746.4650034606457
FS_D2,1911,7.337666670481364,7.424444516499837,998.3940143585205
FS_D2,1912,6.380000034968059,5.853111161126031,496.1580047607422
FS_D2,1913,5.692555560006036,5.293666614426507,522.9499931335449
FS_D2,1914,7.595333443747626,7.975111087163289,990.4680061340332
FS_D2,1915,7.17833333545261,7.072000039948358,863.8220081329346
FS_D2,1916,8.400999903678894,8.3681112130483,806.4659905433655
FS_D2,1917,5.975222216712104,4.643333297636774,708.644006729126
FS_D2,1918,8.307111157311333,8.37011104159885,586.9300017356873
FS_D2,1919,7.98088887002733,7.707555691401164,628.1099977493286
FS_D2,1920,7.100999938117133,6.982555654313829,569.287013053894
FS_D2,1921,6.467999988132053,6.194888923731115,839.7489919662476
FS_D2,1922,7.40355560514662,7.202888859642877,826.9940071105957
FS_D2,1923,7.0017778343624535,7.173111067877875,771.4910097122192
FS_D2,1924,8.711333274841309,8.576889064576891,319.7450047135353
FS_D2,1925,6.907222165001763,6.922666761610243,832.0109977722168
FS_D2,1926,9.763666735755073,10.087555673387316,610.8510093688965
FS_D2,1927,7.236111058129205,7.26400007141961,908.2699851989746
FS_D2,1928,8.111333317226833,8.353111134635078,728.0969972610474
FS_D2,1929,6.96377780702379,6.703444401423137,560.6610014438629
FS_D2,1930,7.806111097335815,7.754222260581122,650.8279962539673
FS_D2,1931,7.144111103481716,7.203555425008138,471.8499994277954
FS_D2,1932,5.958000024159749,4.776111089520985,855.3179931640625
FS_D2,1933,6.429222133424547,5.357666588491863,537.9339909553528
FS_D2,1934,8.22455554538303,8.894777774810791,562.0240049362183
FS_D2,1935,6.555555555555555,5.999222295151816,851.9749813079834
FS_D2,1936,6.446000152164036,6.055222269561556,961.4829864501953
FS_D2,1937,6.818333254920112,5.819111045036051,812.7320008277893
FS_D2,1938,7.100777758492364,7.0812222643031015,1185.4930095672607
FS_D2,1939,7.044777790705363,7.061666700575087,480.4380054473877
FS_D2,1940,7.975000063578288,8.189222329192692,897.5240077972412
FS_D2,1941,5.798111041386922,6.035777741008335,970.109016418457
FS_D2,1942,5.7973334259457054,5.425777812798818,1030.3800010681152
FS_D2,1943,6.321000099182129,7.302222198910183,971.6149826049805
FS_D2,1944,4.64100001917945,5.86033339632882,613.5040035247803
FS_D2,1945,4.94833336936103,5.849222196473016,1031.2539920806885
FS_D2,1946,6.230333354738024,6.646333350075616,896.4079971313477
FS_D2,1947,6.958333280351427,7.404000017378065,684.61301612854
FS_D2,1948,5.247333288192749,4.812888825933139,782.1719923019409
FS_D2,1949,6.166444381078084,5.222444322374132,563.0649985671043
FS_D2,1950,6.432000041007996,6.000333362155491,752.4249925613403
FS_D2,1951,6.271555476718479,6.5827778035567865,1066.5370154380798
FS_D2,1952,5.69866665204366,4.96944456630283,1123.7200202941895
FS_D2,1953,6.645333316591051,6.5941111246744795,732.1100165843964
FS_D2,1954,7.854111088646783,8.313555426067776,656.986002445221
FS_D2,1955,6.762777805328369,6.372666623857286,590.1709909439087
FS_D2,1956,6.787555562125312,6.891222301456663,1336.5579762458801
FS_D2,1957,6.639444510142009,7.014777766333686,782.8949924707413
FS_D2,1958,5.8664444287618,6.206444480352932,1077.7810173034668
FS_D2,1959,8.023333390553793,8.572000044915411,555.4460015296936
FS_D2,1960,8.24844437175327,8.068666670057508,567.7259998321533
FS_D2,1961,7.546999984317356,7.694000111685859,550.1239986419678
FS_D2,1962,7.004444413714939,6.620999852816264,748.7049922943115
FS_D2,1963,6.509111086527507,6.859222226672703,1063.3650016784668
FS_D2,1964,6.798888948228624,6.768111149470012,659.7080006599426
FS_D2,1965,6.456999990675184,6.587222139040629,1095.5770177841187
