plot_label,plot_number,plot_id_iso,c,totalC,n,totaln,year,treeid,wt,perN,perC,drought,co2,C13,ci,delta_c
site 24,24,SEKI_67C,-26.2,2.02851,-2.49,0.03496,2014,T28,3.835,0.911603651,52.8946545,Drought,400.08833333333337,-8.503636363636364,235.38583923303833,-26.199999999999996
site 24,24,SEKI_67C,-26.14,2.08009,-2.55,0.03294,2013,T28,3.884,0.848094748,53.5553553,Drought,397.44363636363636,-8.474545454545455,233.2863049806187,-26.14
site 24,24,SEKI_67C,-26.13,2.05426,-2.75,0.03525,2012,T28,3.828,0.920846395,53.66405434,Drought,394.81,-8.41,232.69332743362827,-26.13
site 24,24,SEKI_67C,-26.49,2.00925,-2.44,0.03266,2011,T28,3.755,0.869773635,53.50865513,No drought,392.597,-8.392222222222221,237.9516133726647,-26.490000000000002
site 18,18,SEKI_73,-26.64,1.92627,-1.86,0.03496,2017,T5,3.761,0.929540016,51.21696357,No drought,407.9508333333333,-8.625,245.76330070058995,-26.64
site 18,18,SEKI_73,-25.56,1.92627,-1.77,0.03726,2016,T5,3.736,0.99732334,51.55968951,No drought,404.9063636363636,-8.589,225.22468572003208,-25.559999999999995
site 18,18,SEKI_73,-25.19,1.95809,-1.95,0.03841,2015,T5,3.784,1.015063425,51.74656448,Drought,401.98545454545456,-8.533,218.01485470635564,-25.190000000000005
site 18,18,SEKI_73,-25.72,1.97085,-1.93,0.03726,2014,T5,3.759,0.991221069,52.4301676,Drought,400.08833333333337,-8.503636363636364,226.8883879056047,-25.72
site 18,18,SEKI_73,-25.03,2.00284,-1.89,0.03726,2013,T5,3.792,0.982594937,52.81751055,Drought,397.44363636363636,-8.474545454545455,213.76584319461708,-25.029999999999998
site 18,18,SEKI_73,-24.99,1.96447,-1.93,0.03179,2012,T5,3.716,0.855489774,52.86517761,Drought,394.81,-8.41,212.7781327433628,-24.99
site 18,18,SEKI_73,-24.62,1.93899,-1.89,0.03237,2011,T5,3.665,0.883219645,52.90559345,No drought,392.597,-8.392222222222221,205.46681735496563,-24.620000000000005
site 18,18,SEKI_73,-26.39,1.94535,-1.34,0.03352,2017,T8,3.779,0.887007145,51.47790421,No drought,407.9508333333333,-8.625,241.25057024336283,-26.39
site 18,18,SEKI_73,-24.09,2.00925,-1.36,0.03237,2016,T8,3.861,0.838383838,52.03962704,No drought,404.9063636363636,-8.589,198.88785587288814,-24.09
site 18,18,SEKI_73,-26,2.01567,-1.37,0.03093,2015,T8,3.887,0.795729354,51.85670183,Drought,401.98545454545456,-8.533,232.4222979887369,-26
site 18,18,SEKI_73,-25.29,2.03494,-1.18,0.029,2014,T8,3.859,0.751490023,52.73231407,Drought,400.08833333333337,-8.503636363636364,219.27608775811208,-25.29
site 18,18,SEKI_73,-25.38,2.02209,-1.06,0.02523,2013,T8,3.847,0.655835716,52.56277619,Drought,397.44363636363636,-8.474545454545455,219.92094375777077,-25.380000000000003
site 18,18,SEKI_73,-25.08,1.95809,-1.09,0.02202,2012,T8,3.707,0.59401133,52.82141894,Drought,394.81,-8.41,214.35038495575216,-25.08
site 18,18,SEKI_73,-26.02,2.02209,-1.24,0.02272,2011,T8,3.807,0.596795377,53.11505122,No drought,392.597,-8.392222222222221,229.7869854965585,-26.02
site 18,18,SEKI_73,-26.61,1.93263,-1.59,0.03697,2017,T9,3.718,0.994351802,51.98036579,No drought,407.9508333333333,-8.625,245.22177304572267,-26.61
site 18,18,SEKI_73,-25.2,1.97724,-1.82,0.03697,2016,T9,3.748,0.986392743,52.75453575,No drought,404.9063636363636,-8.589,218.77484983909886,-25.199999999999996
site 18,18,SEKI_73,-26.59,2.01567,-1.71,0.03266,2015,T9,3.806,0.85811876,52.9603258,Drought,401.98545454545456,-8.533,242.91660852775547,-26.590000000000003
site 18,18,SEKI_73,-25.66,2.01567,-1.64,0.03093,2014,T9,3.802,0.8135192,53.01604419,Drought,400.08833333333337,-8.503636363636364,225.82620648967549,-25.659999999999997
site 18,18,SEKI_73,-25.48,2.03494,-1.61,0.02949,2013,T9,3.801,0.775848461,53.53696396,Drought,397.44363636363636,-8.474545454545455,221.67954391867184,-25.480000000000004
site 18,18,SEKI_73,-25.58,1.97085,-1.61,0.02586,2012,T9,3.708,0.697411003,53.1512945,Drought,394.81,-8.41,223.08511946902652,-25.58
site 18,18,SEKI_73,-26.62,1.99003,-1.57,0.02419,2011,T9,3.701,0.653607133,53.77006215,No drought,392.597,-8.392222222222221,240.20991470009838,-26.620000000000005
site 18,18,SEKI_73,-27.57,1.96447,-3.12,0.03294,2017,T10,3.774,0.87281399,52.0527292,No drought,407.9508333333333,-8.625,262.55065800147486,-27.57
site 18,18,SEKI_73,-27.58,2.00925,-2.88,0.03381,2016,T10,3.804,0.888801262,52.81940063,No drought,404.9063636363636,-8.589,261.4154314963797,-27.580000000000002
site 18,18,SEKI_73,-27.98,2.08009,-3.1,0.03582,2015,T10,3.992,0.897294589,52.10646293,Drought,401.98545454545456,-8.533,267.6404926790025,-27.980000000000004
site 18,18,SEKI_73,-26.71,1.99003,-3.23,0.02978,2014,T10,3.803,0.783066001,52.32789903,Drought,400.08833333333337,-8.503636363636364,244.41438126843659,-26.71
site 18,18,SEKI_73,-26.95,2.07362,-3.25,0.03151,2013,T10,3.924,0.803007136,52.84454638,Drought,397.44363636363636,-8.474545454545455,247.5309662839172,-26.95
site 18,18,SEKI_73,-26.85,2.07362,-3.2,0.02923,2012,T10,3.898,0.749871729,53.19702411,Drought,394.81,-8.41,245.27134513274336,-26.85
site 18,18,SEKI_73,-27.18,1.98363,-3.18,0.02704,2011,T10,3.736,0.723768737,53.09502141,No drought,392.597,-8.392222222222221,249.93798195673543,-27.18
site 18,18,SEKI_73,-27.3,1.94535,-3.85,0.02883,2017,T14,3.759,0.766959298,51.75179569,No drought,407.9508333333333,-8.625,257.6769091076696,-27.3
site 18,18,SEKI_73,-27.37,1.97085,-3.72,0.03266,2016,T14,3.712,0.879849138,53.0940194,No drought,404.9063636363636,-8.589,257.653027232502,-27.37
site 18,18,SEKI_73,-26.78,2.00284,-3.79,0.03237,2015,T14,3.791,0.853864416,52.83144289,Drought,401.98545454545456,-8.533,246.29613226065968,-26.779999999999998
site 18,18,SEKI_73,-26.05,1.98363,-3.9,0.02938,2014,T14,3.705,0.792982456,53.53927126,Drought,400.08833333333337,-8.503636363636364,232.73038569321537,-26.05
site 18,18,SEKI_73,-26.06,2.17107,-3.68,0.0341,2013,T14,3.964,0.86024218,54.76967709,Drought,397.44363636363636,-8.474545454545455,231.87942485189788,-26.060000000000002
site 18,18,SEKI_73,-26.25,2.12546,-3.83,0.02863,2012,T14,3.919,0.730543506,54.23475376,Drought,394.81,-8.41,234.78966371681415,-26.25
site 18,18,SEKI_73,-26.82,2.00284,-3.43,0.02612,2011,T14,3.709,0.704232947,53.99946077,No drought,392.597,-8.392222222222221,243.68422443461156,-26.82
site 18,18,SEKI_73,-24.95,1.94202,-1.83,0.03955,2017,T23,3.826,1.033716675,50.75849451,No drought,407.9508333333333,-8.625,215.25724280973446,-24.949999999999996
site 18,18,SEKI_73,-24.1,1.94202,-2.34,0.03724,2016,T23,3.827,0.973085968,50.74523125,No drought,404.9063636363636,-8.589,199.06701798069184,-24.1
site 18,18,SEKI_73,-25.31,1.89789,-2.14,0.03377,2015,T23,3.72,0.907795699,51.01854839,Drought,401.98545454545456,-8.533,220.14929074818988,-25.310000000000002
site 18,18,SEKI_73,-24.81,1.92939,-2.07,0.03348,2014,T23,3.711,0.9021827,51.99110752,Drought,400.08833333333337,-8.503636363636364,210.77863643067846,-24.810000000000002
site 18,18,SEKI_73,-24.4,2.03738,-2.27,0.02893,2013,T23,3.928,0.736507128,51.86812627,Drought,397.44363636363636,-8.474545454545455,202.68666218094052,-24.4
site 18,18,SEKI_73,-24.61,2.01185,-1.88,0.0289,2012,T23,3.885,0.743886744,51.78507079,Drought,394.81,-8.41,206.1397345132743,-24.61
site 18,18,SEKI_73,-25.8,1.94202,-1.97,0.02081,2011,T23,3.768,0.552282378,51.53980892,No drought,392.597,-8.392222222222221,225.96524478859394,-25.800000000000004
site 18,18,SEKI_73,-26.59,1.94835,-2.71,0.04013,2017,T28,3.839,1.045324303,50.75149779,No drought,407.9508333333333,-8.625,244.8607546091445,-26.59
site 18,18,SEKI_73,-24.53,1.92939,-2.87,0.03609,2016,T28,3.789,0.952494062,50.92082344,No drought,404.9063636363636,-8.589,206.77098861625097,-24.53
site 18,18,SEKI_73,-27.17,1.92939,-3.1,0.03753,2015,T28,3.76,0.998138298,51.31356383,Drought,401.98545454545456,-8.533,253.23304939662108,-27.17
site 18,18,SEKI_73,-25.3,1.88532,-3.11,0.03551,2014,T28,3.713,0.956369513,50.77619176,Drought,400.08833333333337,-8.503636363636364,219.4531179941003,-25.3
site 18,18,SEKI_73,-25.13,1.96735,-3.14,0.03551,2013,T28,3.802,0.933982115,51.74513414,Drought,397.44363636363636,-8.474545454545455,215.52444335551814,-25.130000000000003
site 18,18,SEKI_73,-24.51,1.97369,-2.84,0.03001,2012,T28,3.804,0.788906414,51.88459516,Drought,394.81,-8.41,204.39278761061945,-24.509999999999998
site 18,18,SEKI_73,-25.97,1.94202,-3.07,0.03001,2011,T28,3.745,0.801335113,51.85634179,No drought,392.597,-8.392222222222221,228.91840806293013,-25.97
site 22,22,SEKI_74,-25.64,1.95467,0.2,0.05253,2017,T1,3.754,1.399307405,52.06899307,No drought,407.9508333333333,-8.625,227.71237887168138,-25.64
site 22,22,SEKI_74,-24.8,2.03738,-0.03,0.05828,2016,T1,3.87,1.505943152,52.64547804,No drought,404.9063636363636,-8.589,211.60836552695085,-24.799999999999997
site 22,22,SEKI_74,-26.25,2.00548,0.23,0.04446,2015,T1,3.807,1.1678487,52.67874967,Drought,401.98545454545456,-8.533,236.8690397425583,-26.25
site 22,22,SEKI_74,-25.76,2.05658,-0.03,0.04475,2014,T1,3.893,1.149499101,52.82763935,Drought,400.08833333333337,-8.503636363636364,227.59650884955755,-25.76
site 22,22,SEKI_74,-26.05,2.08225,0.11,0.041,2013,T1,3.904,1.050204918,53.33632172,Drought,397.44363636363636,-8.474545454545455,231.7035648358078,-26.050000000000004
site 22,22,SEKI_74,-25.63,2.06941,0.04,0.04244,2012,T1,3.829,1.10838339,54.04570384,Drought,394.81,-8.41,223.95859292035394,-25.63
site 22,22,SEKI_74,-26.13,2.08225,-0.02,0.03724,2011,T1,3.857,0.965517241,53.98625875,No drought,392.597,-8.392222222222221,231.69785585054078,-26.130000000000003
site 22,22,SEKI_74,-26.46,1.9357,-0.28,0.04244,2017,T11,3.735,1.136278447,51.82597055,No drought,407.9508333333333,-8.625,242.51413477138644,-26.46
site 22,22,SEKI_74,-24.73,1.96735,-0.31,0.04071,2016,T11,3.763,1.081849588,52.2814244,No drought,404.9063636363636,-8.589,210.35423077232497,-24.73
site 22,22,SEKI_74,-26.95,1.96101,0.03,0.03666,2015,T11,3.838,0.955184992,51.09458051,Drought,401.98545454545456,-8.533,249.31991665325828,-26.950000000000003
site 22,22,SEKI_74,-26.75,2.02461,-0.35,0.03724,2014,T11,3.826,0.973340303,52.91714584,Drought,400.08833333333337,-8.503636363636364,245.12250221238935,-26.75
site 22,22,SEKI_74,-26.96,2.06299,-0.66,0.03522,2013,T11,3.89,0.905398458,53.03316195,Drought,397.44363636363636,-8.474545454545455,247.7068263000073,-26.96
site 22,22,SEKI_74,-26.55,2.01185,-0.71,0.03059,2012,T11,3.843,0.795992714,52.35102784,Drought,394.81,-8.41,240.03050442477877,-26.550000000000004
site 22,22,SEKI_74,-26.88,1.99275,-0.92,0.03001,2011,T11,3.799,0.789944722,52.45459331,No drought,392.597,-8.392222222222221,244.72651735496558,-26.880000000000003
site 22,22,SEKI_74,-25.42,2.01185,-0.95,0.05598,2017,T13,3.861,1.44988345,52.10696711,No drought,407.9508333333333,-8.625,223.74117606932154,-25.42
site 22,22,SEKI_74,-25.2,2.06299,-0.73,0.05311,2016,T13,3.916,1.356230848,52.68105209,No drought,404.9063636363636,-8.589,218.77484983909886,-25.199999999999996
site 22,22,SEKI_74,-26.56,2.07583,-0.68,0.0436,2015,T13,3.895,1.119383825,53.29473684,Drought,401.98545454545456,-8.533,242.38299951729687,-26.560000000000002
site 22,22,SEKI_74,-26.68,2.01185,-1.13,0.04158,2014,T13,3.772,1.10233298,53.3364263,Drought,400.08833333333337,-8.503636363636364,243.88329056047198,-26.68
site 22,22,SEKI_74,-26.7,2.01185,-1.02,0.03695,2013,T13,3.767,0.980886647,53.4072206,Drought,397.44363636363636,-8.474545454545455,243.1344658816646,-26.700000000000003
site 22,22,SEKI_74,-26.47,2.04378,-1.24,0.03464,2012,T13,3.847,0.900441903,53.12659215,Drought,394.81,-8.41,238.63294690265485,-26.47
site 22,22,SEKI_74,-27.43,1.99275,-1.28,0.03609,2011,T13,3.735,0.96626506,53.35341365,No drought,392.597,-8.392222222222221,254.28086912487706,-27.43
site 22,22,SEKI_74,-27.05,2.03099,-0.73,0.04533,2017,T15,3.875,1.169806452,52.41264516,No drought,407.9508333333333,-8.625,253.16417865044247,-27.05
site 22,22,SEKI_74,-24.92,2.04378,-0.61,0.03898,2016,T15,3.914,0.99591211,52.21716914,No drought,404.9063636363636,-8.589,213.75831082059537,-24.92
site 22,22,SEKI_74,-26.33,1.99911,-0.67,0.03666,2015,T15,3.782,0.969328398,52.85854045,Drought,401.98545454545456,-8.533,238.2919971037811,-26.33
site 22,22,SEKI_74,-25.69,2.01822,-0.76,0.03811,2014,T15,3.809,1.000525072,52.98556051,Drought,400.08833333333337,-8.503636363636364,226.35729719764015,-25.690000000000005
site 22,22,SEKI_74,-25.98,2.01185,-0.93,0.03522,2013,T15,3.801,0.926598264,52.92949224,Drought,397.44363636363636,-8.474545454545455,230.47254472317707,-25.980000000000004
site 22,22,SEKI_74,-25.37,2.00548,-0.93,0.03782,2012,T15,3.705,1.020782726,54.12901484,Drought,394.81,-8.41,219.41653097345133,-25.37
site 22,22,SEKI_74,-25.51,2.01822,-1.05,0.03695,2011,T15,3.757,0.983497471,53.71892467,No drought,392.597,-8.392222222222221,220.92749567354969,-25.51
site 22,22,SEKI_74,-25.85,2.01822,-0.19,0.05598,2017,T19,3.79,1.477044855,53.25118734,No drought,407.9508333333333,-8.625,231.5030724557522,-25.85
site 22,22,SEKI_74,-25.79,1.98639,0.03,0.05138,2016,T19,3.735,1.375635877,53.18313253,No drought,404.9063636363636,-8.589,229.34541419951728,-25.79
site 22,22,SEKI_74,-27.61,2.01822,0.1,0.04735,2015,T19,3.779,1.252976978,53.40619211,Drought,401.98545454545456,-8.533,261.0593148833467,-27.61
site 22,22,SEKI_74,-27.48,2.02461,-0.02,0.04302,2014,T19,3.756,1.145367412,53.90335463,Drought,400.08833333333337,-8.503636363636364,258.045709439528,-27.48
site 22,22,SEKI_74,-27.05,1.98639,-0.02,0.03782,2013,T19,3.713,1.018583356,53.49824939,Drought,397.44363636363636,-8.474545454545455,249.2895664448183,-27.050000000000004
site 22,22,SEKI_74,-26.61,1.97369,0.03,0.03666,2012,T19,3.698,0.991346674,53.37182261,Drought,394.81,-8.41,241.07867256637167,-26.61
site 22,22,SEKI_74,-26.77,2.108,0.16,0.03811,2011,T19,3.906,0.975678443,53.96825397,No drought,392.597,-8.392222222222221,242.8156470009833,-26.770000000000003
site 22,22,SEKI_74,-26.92,2.06941,0.56,0.04735,2017,T21,3.943,1.200862288,52.48313467,No drought,407.9508333333333,-8.625,250.81755881268435,-26.92
site 22,22,SEKI_74,-24.61,2.06941,0.12,0.04389,2016,T21,3.93,1.116793893,52.656743,No drought,404.9063636363636,-8.589,208.2042854786806,-24.61
site 22,22,SEKI_74,-26.34,1.97369,-0.18,0.03898,2015,T21,3.851,1.012204622,51.25136328,Drought,401.98545454545456,-8.533,238.46986677393406,-26.340000000000003
site 22,22,SEKI_74,-26.53,2.03738,-0.2,0.03898,2014,T21,3.829,1.018020371,53.209193,Drought,400.08833333333337,-8.503636363636364,241.227837020649,-26.53
site 22,22,SEKI_74,-26.46,1.94835,-0.24,0.03869,2013,T21,3.667,1.055085901,53.131988,Drought,397.44363636363636,-8.474545454545455,238.91382549550204,-26.46
site 22,22,SEKI_74,-25.86,2.108,-0.14,0.0384,2012,T21,3.946,0.973137354,53.42118601,Drought,394.81,-8.41,227.97657079646015,-25.86
site 22,22,SEKI_74,-25.84,1.91048,-0.33,0.02922,2011,T21,3.616,0.808075221,52.8340708,No drought,392.597,-8.392222222222221,226.66010673549656,-25.840000000000003
site 22,22,SEKI_74,-27.08,2.01185,-0.69,0.03666,2017,T27,3.833,0.956430994,52.48760762,No drought,407.9508333333333,-8.625,253.70570630530966,-27.08
site 22,22,SEKI_74,-26.41,2.01822,-0.62,0.04302,2016,T27,3.793,1.134194569,53.20906934,No drought,404.9063636363636,-8.589,240.45346488334664,-26.409999999999997
site 22,22,SEKI_74,-26.98,2.04378,-0.5,0.03493,2015,T27,3.861,0.904687905,52.93395493,Drought,401.98545454545456,-8.533,249.85352566371685,-26.980000000000004
site 22,22,SEKI_74,-27.23,2.07583,-0.36,0.03174,2014,T27,3.902,0.813429011,53.19912865,Drought,400.08833333333337,-8.503636363636364,253.619953539823,-27.229999999999997
site 22,22,SEKI_74,-27.3,2.00548,-0.03,0.03087,2013,T27,3.726,0.828502415,53.82393988,Drought,397.44363636363636,-8.474545454545455,253.6860668470709,-27.300000000000004
site 22,22,SEKI_74,-26.75,2.05018,-0.11,0.02545,2012,T27,3.815,0.667103539,53.73997379,Drought,394.81,-8.41,243.52439823008848,-26.75
site 22,22,SEKI_74,-26.68,2.11445,0.08,0.02653,2011,T27,3.934,0.674377224,53.74809354,No drought,392.597,-8.392222222222221,241.25220762045225,-26.68
site 26,26,SEKI_79,-25.52,2.01822,0.27,0.03435,2017,T2,3.847,0.892903561,52.46217832,No drought,407.9508333333333,-8.625,225.54626825221237,-25.52
site 26,26,SEKI_79,-23.57,2.06299,0.05,0.03898,2016,T2,3.938,0.98984256,52.38674454,No drought,404.9063636363636,-8.589,189.57142626709572,-23.57
site 26,26,SEKI_79,-25.05,1.91678,0.25,0.03116,2015,T2,3.734,0.83449384,51.33315479,Drought,401.98545454545456,-8.533,215.52467932421564,-25.05
site 26,26,SEKI_79,-24.45,2.06941,0.28,0.03695,2014,T2,3.858,0.95775013,53.63945049,Drought,400.08833333333337,-8.503636363636364,204.40554793510324,-24.450000000000003
site 26,26,SEKI_79,-24.03,2.06299,0.05,0.03059,2013,T2,3.843,0.795992714,53.68175904,Drought,397.44363636363636,-8.474545454545455,196.17984158560668,-24.03
site 26,26,SEKI_79,-23.65,1.97369,0.47,0.02647,2012,T2,3.627,0.729804246,54.41659774,Drought,394.81,-8.41,189.36904424778757,-23.65
site 26,26,SEKI_79,-24.78,1.97369,-0.16,0.02716,2011,T2,3.681,0.737842977,53.61831024,No drought,392.597,-8.392222222222221,208.24626514257616,-24.78
site 26,26,SEKI_79,-27.5,2.03738,0.88,0.04215,2017,T13,3.95,1.067088608,51.57924051,No drought,407.9508333333333,-8.625,261.2870934734513,-27.5
site 26,26,SEKI_79,-25.54,2.00548,0.55,0.0384,2016,T13,3.826,1.003659174,52.41714584,No drought,404.9063636363636,-8.589,224.86636150442476,-25.54
site 26,26,SEKI_79,-26.66,2.05018,0.74,0.0384,2015,T13,3.893,0.986385821,52.66324172,Drought,401.98545454545456,-8.533,244.16169621882543,-26.66
site 26,26,SEKI_79,-26.97,1.91678,0.55,0.03319,2014,T13,3.633,0.913570052,52.760253229999996,Drought,400.08833333333337,-8.503636363636364,249.01716740412974,-26.97
site 26,26,SEKI_79,-27.12,2.1209,0.34,0.03319,2013,T13,3.972,0.835599194,53.39627392,Drought,397.44363636363636,-8.474545454545455,250.520586557449,-27.120000000000005
site 26,26,SEKI_79,-26.37,1.96735,0.4,0.0303,2012,T13,3.68,0.823369565,53.46059783,Drought,394.81,-8.41,236.88599999999997,-26.369999999999997
site 26,26,SEKI_79,-27.59,1.95467,0.04,0.02656,2011,T13,3.697,0.718420341,52.87178794,No drought,392.597,-8.392222222222221,257.06031691248774,-27.590000000000003
site 26,26,SEKI_79,-26.94,1.99275,1.46,0.03984,2017,T15,3.818,1.043478261,52.19355684,No drought,407.9508333333333,-8.625,251.17857724926253,-26.94
site 26,26,SEKI_79,-24.93,2.06299,0.85,0.03955,2016,T15,3.922,1.008414074,52.60045895,No drought,404.9063636363636,-8.589,213.93747292839902,-24.93
site 26,26,SEKI_79,-26.82,1.97369,1.23,0.03435,2015,T15,3.676,0.934439608,53.69124048,Drought,401.98545454545456,-8.533,247.00761094127105,-26.819999999999997
site 26,26,SEKI_79,-26.82,1.96101,0.95,0.03087,2014,T15,3.632,0.849944934,53.99256608,Drought,400.08833333333337,-8.503636363636364,246.36171386430678,-26.82
site 26,26,SEKI_79,-26.73,1.94202,0.74,0.0303,2013,T15,3.633,0.83402147,53.45499587,Drought,397.44363636363636,-8.474545454545455,243.66204592993492,-26.730000000000004
site 26,26,SEKI_79,-26.4,2.00548,0.68,0.03232,2012,T15,3.699,0.873749662,54.21681536,Drought,394.81,-8.41,237.41008407079644,-26.4
site 26,26,SEKI_79,-26.47,2.03099,0.39,0.02972,2011,T15,3.769,0.788538074,53.88670735,No drought,392.597,-8.392222222222221,237.6041823992133,-26.47
site 26,26,SEKI_79,-25.89,1.99911,0.74,0.03377,2017,T16,3.805,0.887516426,52.5390276,No drought,407.9508333333333,-8.625,232.22510932890853,-25.89
site 26,26,SEKI_79,-23.96,2.108,0.78,0.03666,2016,T16,3.982,0.920642893,52.938222,No drought,404.9063636363636,-8.589,196.55874847144005,-23.96
site 26,26,SEKI_79,-25.65,2.1209,0.88,0.03348,2015,T16,3.978,0.841628959,53.31573655,Drought,401.98545454545456,-8.533,226.1968595333869,-25.65
site 26,26,SEKI_79,-25.52,2.12736,0.72,0.03724,2014,T16,3.921,0.949757715,54.25554705,Drought,400.08833333333337,-8.503636363636364,223.34778318584068,-25.52
site 26,26,SEKI_79,-25.14,1.94835,0.59,0.03087,2013,T16,3.634,0.84947716,53.61447441,Drought,397.44363636363636,-8.474545454545455,215.70030337160824,-25.14
site 26,26,SEKI_79,-24.73,2.10156,0.55,0.03319,2012,T16,3.827,0.86725895,54.91403188,Drought,394.81,-8.41,208.23607079646015,-24.729999999999997
site 26,26,SEKI_79,-25.77,1.94202,0.51,0.02801,2011,T16,3.62,0.773756906,53.64696133,No drought,392.597,-8.392222222222221,225.4440983284169,-25.770000000000003
site 26,26,SEKI_79,-26.84,1.99911,-0.13,0.04706,2017,T18,3.783,1.243986254,52.8445678,No drought,407.9508333333333,-8.625,249.37348506637167,-26.840000000000003
site 26,26,SEKI_79,-24.69,2.03738,-0.54,0.04619,2016,T18,3.867,1.194465994,52.68632014,No drought,404.9063636363636,-8.589,209.63758234111017,-24.689999999999998
site 26,26,SEKI_79,-26.42,2.01185,-0.24,0.04475,2015,T18,3.805,1.1760841,52.8738502,Drought,401.98545454545456,-8.533,239.89282413515687,-26.42
site 26,26,SEKI_79,-25.95,2.03738,-0.86,0.04619,2014,T18,3.792,1.218090717,53.72837553,Drought,400.08833333333337,-8.503636363636364,230.96008333333333,-25.950000000000003
site 26,26,SEKI_79,-25.79,1.95467,-0.76,0.03319,2013,T18,3.68,0.901902174,53.11603261,Drought,397.44363636363636,-8.474545454545455,227.131204417465,-25.79
site 13,13,JM,-25.5,1.8552,4.64,0.03906,2019,1,3.805,1.026544021,48.75689882,No drought,413.0877777777778,-8.8475,223.9538936823992,-25.5
site 13,13,JM,-25.36,1.90047,4.74,0.03713,2018,1,3.784,0.981236786,50.22383721,No drought,409.44636363636363,-8.631818181818181,223.35085025232203,-25.359999999999996
site 13,13,JM,-25.85,1.86137,4.66,0.02949,2017,1,3.721,0.79252889,50.02338081,No drought,407.9508333333333,-8.625,231.5030724557522,-25.85
site 13,13,JM,-26.35,1.98548,4.93,0.03246,2016,1,3.896,0.833162218,50.96201232,No drought,404.9063636363636,-8.589,239.37849223652455,-26.35
site 13,13,JM,-26.55,1.872,5.03,0.02793,2015,1,3.68,0.758967391,50.86956522,Drought,401.98545454545456,-8.533,242.20512984714404,-26.55
site 13,13,JM,-25.85,1.97585,5.13,0.029,2014,1,3.884,0.746652935,50.8715242,Drought,400.08833333333337,-8.503636363636364,229.18978097345135,-25.85
site 13,13,JM,-25.67,1.97833,5.13,0.02718,2013,1,3.842,0.70744404,51.49219157,Drought,397.44363636363636,-8.474545454545455,225.0208842243838,-25.67
site 13,13,JM,-25.64,1.93503,5.23,0.02293,2012,1,3.759,0.61000266,51.47725459,Drought,394.81,-8.41,224.13328761061945,-25.64
site 13,13,JM,-26.75,1.91218,5.02,0.02251,2011,1,3.73,0.603485255,51.26487936,No drought,392.597,-8.392222222222221,242.4682160275319,-26.75
site 13,13,JM,-25.81,1.80626,3.81,0.03869,2019,2,3.718,1.040613233,48.58149543,No drought,413.0877777777778,-8.8475,229.62014196165188,-25.810000000000002
site 13,13,JM,-26.56,1.82207,3.61,0.03829,2018,2,3.647,1.049904031,49.96078969,No drought,409.44636363636363,-8.631818181818181,245.09136513566884,-26.560000000000002
site 13,13,JM,-26.72,1.78166,3.58,0.03415,2017,2,3.796,0.899631191,46.93519494,No drought,407.9508333333333,-8.625,247.2073744469026,-26.72
site 13,13,JM,-25.96,1.81009,3.82,0.03255,2016,2,3.618,0.899668325,50.03012714,No drought,404.9063636363636,-8.589,232.3911700321802,-25.96
site 13,13,JM,-26.15,1.8621,3.99,0.03286,2015,2,3.707,0.886431076,50.23199353,Drought,401.98545454545456,-8.533,235.0903430410297,-26.15
site 13,13,JM,-25.38,1.86783,4,0.0313,2014,2,3.673,0.852164443,50.85298121,Drought,400.08833333333337,-8.503636363636364,220.86935988200585,-25.379999999999995
site 13,13,JM,-24.24,1.94291,4.38,0.03321,2013,2,3.795,0.875098814,51.19657444,Drought,397.44363636363636,-8.474545454545455,199.8729019234988,-24.24
site 13,13,JM,-25.35,1.88693,4.43,0.02609,2012,2,3.722,0.700967222,50.69666846,Drought,394.81,-8.41,219.06714159292036,-25.35
site 13,13,JM,-26.81,1.76147,3.68,0.04208,2019,3,3.708,1.134843581,47.50458468,No drought,413.0877777777778,-8.8475,247.89836221730576,-26.81
site 13,13,JM,-25.81,1.83232,3.68,0.03406,2018,3,3.799,0.896551724,48.23163991,No drought,409.44636363636363,-8.631818181818181,231.5035433335771,-25.810000000000002
site 13,13,JM,-26.65,1.88691,3.37,0.03217,2017,3,3.935,0.817534943,47.9519695,No drought,407.9508333333333,-8.625,245.943809918879,-26.65
site 13,13,JM,-26.51,1.82897,3.47,0.03063,2016,3,3.789,0.808392716,48.27051993,No drought,404.9063636363636,-8.589,242.2450859613837,-26.509999999999998
site 13,13,JM,-26.99,1.83653,3.72,0.0335,2015,3,3.782,0.885774722,48.55975674,Drought,401.98545454545456,-8.533,250.03139533386965,-26.99
site 13,13,JM,-26.3,1.7735,3.78,0.03027,2014,3,3.63,0.833884298,48.85674931,Drought,400.08833333333337,-8.503636363636364,237.15614159292036,-26.3
site 13,13,JM,-25.58,1.90188,3.94,0.03243,2013,3,3.84,0.84453125,49.528125,Drought,397.44363636363636,-8.474545454545455,223.4381440795728,-25.58
site 13,13,JM,-26.1,1.79907,3.72,0.02492,2012,3,3.696,0.674242424,48.67613636,Drought,394.81,-8.41,232.16924336283185,-26.1
site 13,13,JM,-26.67,1.78387,3.55,0.02527,2011,3,3.66,0.690437158,48.73961749,No drought,392.597,-8.392222222222221,241.07849213372663,-26.67
site 13,13,JM,-26.48,1.87866,4.1,0.02479,2010,3,3.817,0.649462929,49.21823422,No drought,389.64454545454544,-8.37111111111111,236.3537070707071,-26.480000000000004
