plot_label,plot_number,plot_id_iso,c,totalC,n,totaln,year,treeid,wt,perN,perC,drought,co2,C13,ci,delta_c
site 13,13,JM,-25.37,1.88227,5.18,0.04915,2019,4,3.916,1.255107252,48.06613892,No drought,413.0877777777778,-8.8475,221.5777250491642,-25.369999999999997
site 13,13,JM,-26.14,1.81105,4.84,0.04697,2018,4,3.694,1.271521386,49.02680022,No drought,409.44636363636363,-8.631818181818181,237.48218492649747,-26.14
site 13,13,JM,-26.21,1.9316,4.65,0.04938,2017,4,3.949,1.25044315,48.91364903,No drought,407.9508333333333,-8.625,238.00140431415926,-26.21
site 13,13,JM,-26.25,1.94337,4.75,0.04363,2016,4,3.88,1.124484536,50.08685567,No drought,404.9063636363636,-8.589,237.5868711584875,-26.25
site 13,13,JM,-26.67,1.84129,4.75,0.04091,2015,4,3.687,1.10957418,49.94005967,Drought,401.98545454545456,-8.533,244.33956588897829,-26.67
site 13,13,JM,-26.06,1.85065,4.67,0.03802,2014,4,3.648,1.042214912,50.73053728,Drought,400.08833333333337,-8.503636363636364,232.90741592920352,-26.06
site 13,13,JM,-25.37,1.93791,4.84,0.03535,2013,4,3.817,0.92611999,50.77050039,Drought,397.44363636363636,-8.474545454545455,219.7450837416807,-25.37
site 13,13,JM,-25.71,1.9012,4.9,0.03199,2012,4,3.73,0.857640751,50.97050938,Drought,394.81,-8.41,225.35615044247785,-25.71
site 13,13,JM,-26.72,1.9874,4.61,0.03337,2011,4,3.906,0.854326677,50.88069636,No drought,392.597,-8.392222222222221,241.9470695673549,-26.72
site 13,13,JM,-25.54,1.73804,1.39,0.03348,2019,6,3.677,0.910524884,47.26788143,No drought,413.0877777777778,-8.8475,224.68502249262534,-25.54
site 13,13,JM,-25.2,1.85209,1.59,0.03971,2018,6,3.796,1.046101159,48.79056902,No drought,409.44636363636363,-8.631818181818181,220.45211493454252,-25.200000000000003
site 13,13,JM,-25.13,1.87783,1.58,0.03948,2017,6,3.81,1.036220472,49.28687664,No drought,407.9508333333333,-8.625,218.506408738938,-25.13
site 13,13,JM,-25.41,1.87436,1.55,0.03648,2016,6,3.785,0.963804491,49.52073976,No drought,404.9063636363636,-8.589,222.5372541029766,-25.409999999999997
site 13,13,JM,-25.65,1.83243,1.7,0.03343,2015,6,3.653,0.915138243,50.16233233,Drought,401.98545454545456,-8.533,226.1968595333869,-25.65
site 13,13,JM,-25.53,1.87676,1.96,0.03174,2014,6,3.739,0.848890078,50.19416956,Drought,400.08833333333337,-8.503636363636364,223.52481342182892,-25.53
site 13,13,JM,-25.18,1.8755,2.19,0.03028,2013,6,3.727,0.812449691,50.32197478,Drought,397.44363636363636,-8.474545454545455,216.40374343596864,-25.18
site 13,13,JM,-24.83,1.96133,2.2,0.02793,2012,6,3.907,0.714870745,50.20040952,Drought,394.81,-8.41,209.983017699115,-24.83
site 13,13,JM,-25.53,1.92585,2.41,0.02169,2011,6,3.862,0.5616261,49.8666494,No drought,392.597,-8.392222222222221,221.27492664700094,-25.53
site 13,13,JM,-26.62,1.88799,3.27,0.04538,2019,7,3.964,1.144803229,47.62840565,No drought,413.0877777777778,-8.8475,244.42550036873158,-26.620000000000005
site 13,13,JM,-27.18,1.89215,3.46,0.04271,2018,7,3.851,1.109062581,49.13399117,No drought,409.44636363636363,-8.631818181818181,256.3239644920646,-27.179999999999996
site 13,13,JM,-27.29,1.81157,2.95,0.03749,2017,7,3.671,1.021247616,49.34813402,No drought,407.9508333333333,-8.625,257.4963998893805,-27.29
site 13,13,JM,-27.35,1.88257,3.53,0.03195,2016,7,3.811,0.838362634,49.39832065,No drought,404.9063636363636,-8.589,257.29470301689463,-27.350000000000005
site 13,13,JM,-27.71,1.82828,3.44,0.02785,2015,7,3.655,0.761969904,50.02134063,Drought,401.98545454545456,-8.533,262.8380115848753,-27.71
site 13,13,JM,-27.11,1.873,3.37,0.029,2014,7,3.715,0.780619112,50.41722746,Drought,400.08833333333337,-8.503636363636364,251.4955907079646,-27.11
site 13,13,JM,-26.81,1.97553,3.48,0.02493,2013,7,3.905,0.638412292,50.58975672,Drought,397.44363636363636,-8.474545454545455,245.06892605865573,-26.810000000000002
site 13,13,JM,-26.77,1.90854,3.02,0.02092,2012,7,3.735,0.560107095,51.09879518,Drought,394.81,-8.41,243.87378761061944,-26.77
site 13,13,JM,-26.34,1.83335,1.6,0.03839,2019,8,3.878,0.98994327,47.27565756,No drought,413.0877777777778,-8.8475,239.30759869714845,-26.34
site 13,13,JM,-26.2,1.77374,1.7,0.03358,2018,8,3.648,0.920504386,48.62225877,No drought,409.44636363636363,-8.631818181818181,238.56921067066483,-26.200000000000003
site 13,13,JM,-26.44,1.9293,2.19,0.03618,2017,8,3.937,0.918973838,49.00431801,No drought,407.9508333333333,-8.625,242.15311633480826,-26.440000000000005
site 13,13,JM,-26.58,1.81193,1.8,0.03261,2016,8,3.674,0.887588459,49.31763745,No drought,404.9063636363636,-8.589,243.49922071600963,-26.580000000000002
site 13,13,JM,-26.64,1.90312,1.99,0.03407,2015,8,3.799,0.896814951,50.09528823,Drought,401.98545454545456,-8.533,243.80595687851968,-26.64
site 13,13,JM,-26.77,1.93315,1.61,0.03286,2014,8,3.881,0.846688998,49.81061582,Drought,400.08833333333337,-8.503636363636364,245.47656268436577,-26.77
site 13,13,JM,-26.34,1.92962,1.8,0.02994,2013,8,3.779,0.792273088,51.06165652,Drought,397.44363636363636,-8.474545454545455,236.80350530242083,-26.340000000000003
site 13,13,JM,-26.02,2.42336,3.21,0.05091,2019,9,5.05,1.008118812,47.98732673,No drought,413.0877777777778,-8.8475,233.4585682153392,-26.02
site 13,13,JM,-26.47,2.38506,3.17,0.05305,2018,9,4.879,1.087312974,48.88419758,No drought,409.44636363636363,-8.631818181818181,243.46082651941776,-26.47
site 13,13,JM,-26.04,2.43288,3.09,0.0462,2017,9,4.978,0.928083568,48.87263961,No drought,407.9508333333333,-8.625,234.9327476032448,-26.04
site 13,13,JM,-26.11,2.48734,3.06,0.05523,2016,9,4.989,1.107035478,49.85648427,No drought,404.9063636363636,-8.589,235.0786016492357,-26.11
site 13,13,JM,-26.81,2.45959,2.93,0.04721,2015,9,5.06,0.933003953,48.60849802,Drought,401.98545454545456,-8.533,246.82974127111828,-26.810000000000002
site 13,13,JM,-26.88,2.4451,2.76,0.05006,2014,9,4.922,1.017066233,49.67696059,Drought,400.08833333333337,-8.503636363636364,247.42389528023597,-26.88
site 13,13,JM,-26.2,2.54667,2.91,0.05195,2013,9,5.102,1.018228146,49.91513132,Drought,397.44363636363636,-8.474545454545455,234.34146507715937,-26.200000000000003
site 13,13,JM,-25.6,2.54655,3.18,0.03821,2012,9,5.109,0.74789587,49.84439225,Drought,394.81,-8.41,223.43450884955755,-25.6
site 13,13,JM,-26.47,2.5315,3.06,0.04004,2011,9,5.02,0.797609562,50.42828685,No drought,392.597,-8.392222222222221,237.6041823992133,-26.47
site 15,15,RC,-25.23,2.42967,2.96,0.06434,2019,1,4.978,1.292486943,48.80815589,No drought,413.0877777777778,-8.8475,219.01877421337267,-25.23
site 15,15,RC,-27.29,2.46448,2.84,0.05428,2018,1,4.898,1.108207432,50.31604737,No drought,409.44636363636363,-8.631818181818181,258.316845023038,-27.289999999999996
site 15,15,RC,-27.53,2.48895,2.79,0.04784,2017,1,4.937,0.96900952,50.41421916,No drought,407.9508333333333,-8.625,261.82862112831856,-27.53
site 15,15,RC,-25.78,2.45648,3.15,0.04055,2016,1,4.819,0.841460884,50.97489106,No drought,404.9063636363636,-8.589,229.16625209171363,-25.78
site 15,15,RC,-27.5,2.49874,3.02,0.04193,2015,1,4.911,0.853797597,50.88047241,Drought,401.98545454545456,-8.533,259.1027485116653,-27.5
site 15,15,RC,-26.43,2.59619,3.01,0.04175,2014,1,5.101,0.818466967,50.89570672,Drought,400.08833333333337,-8.503636363636364,239.45753466076695,-26.43
site 15,15,RC,-26,2.52401,2.93,0.03127,2013,1,4.962,0.63018944,50.86678759,Drought,397.44363636363636,-8.474545454545455,230.8242647553572,-25.999999999999996
site 15,15,RC,-26.36,2.60432,3.25,0.02983,2012,1,5.034,0.59257052,51.73460469,Drought,394.81,-8.41,236.71130530973448,-26.36
site 15,15,RC,-27.27,2.58686,2.58,0.03478,2011,1,5.016,0.69338118,51.57216906,No drought,392.597,-8.392222222222221,251.50142133726646,-27.270000000000003
site 15,15,RC,-25.79,2.55569,-0.15,0.07096,2019,4,5.151,1.377596583,49.61541448,No drought,413.0877777777778,-8.8475,229.2545775565388,-25.79
site 15,15,RC,-26.53,2.52784,-0.12,0.05837,2018,4,5.066,1.152191078,49.89814449,No drought,409.44636363636363,-8.631818181818181,244.54785226358516,-26.53
site 15,15,RC,-26.43,2.54739,-0.15,0.04646,2017,4,5.069,0.916551588,50.25429079,No drought,407.9508333333333,-8.625,241.97260711651916,-26.43
site 15,15,RC,-26.85,2.51518,0.01,0.04527,2016,4,4.964,0.911966156,50.66841257,No drought,404.9063636363636,-8.589,248.33659762670956,-26.85
site 15,15,RC,-27.46,2.54722,0.06,0.03977,2015,4,5.094,0.780722419,50.00431881,Drought,401.98545454545456,-8.533,258.3912698310539,-27.46
site 15,15,RC,-26.56,2.49734,0.03,0.03781,2014,4,4.94,0.765384615,50.5534413,Drought,400.08833333333337,-8.503636363636364,241.75892772861354,-26.56
site 15,15,RC,-26.56,2.42741,0.19,0.03577,2013,4,4.843,0.738591782,50.1220318,Drought,397.44363636363636,-8.474545454545455,240.6724256564031,-26.56
site 15,15,RC,-26.74,3.13697,0.22,0.03288,2012,4,6.121,0.53716713,51.24930567,Drought,394.81,-8.41,243.34970353982297,-26.740000000000002
site 15,15,RC,-27.05,2.15768,0.71,0.01005,2011,4,4.142,0.242636408,52.09270884,No drought,392.597,-8.392222222222221,247.67968062930188,-27.05
site 15,15,RC,-26.34,2.49083,-0.46,0.05225,2019,5,5.099,1.024710728,48.84938223,No drought,413.0877777777778,-8.8475,239.30759869714845,-26.34
site 15,15,RC,-26.11,2.56338,-0.64,0.04981,2018,5,5.147,0.967748203,49.80338061,No drought,409.44636363636363,-8.631818181818181,236.9386720544138,-26.11
site 15,15,RC,-26.48,2.52762,-0.86,0.04518,2017,5,5.049,0.89483066,50.06179441,No drought,407.9508333333333,-8.625,242.8751532079646,-26.480000000000004
site 15,15,RC,-26.32,1.85094,-0.81,0.03093,2016,5,3.706,0.834592553,49.94441446,No drought,404.9063636363636,-8.589,238.84100591311343,-26.320000000000004
site 15,15,RC,-27.38,1.93948,-0.78,0.0292,2015,5,3.811,0.766203096,50.89162949,Drought,401.98545454545456,-8.533,256.96831246983106,-27.380000000000003
site 15,15,RC,-26.64,1.85879,-0.63,0.02577,2014,5,3.668,0.702562704,50.67584515,Drought,400.08833333333337,-8.503636363636364,243.17516961651918,-26.64
site 15,15,RC,-26.46,2.00789,-0.68,0.02635,2013,5,3.965,0.664564943,50.64035309,Drought,397.44363636363636,-8.474545454545455,238.91382549550204,-26.46
site 15,15,RC,-26.57,1.89999,-0.41,0.00675,2012,5,3.65,0.184931507,52.05452055,Drought,394.81,-8.41,240.37989380530973,-26.57
site 15,15,RC,-27.74,2.06012,-0.39,0.00905,2011,5,3.998,0.226363182,51.52876438,No drought,392.597,-8.392222222222221,259.6660492133727,-27.740000000000002
site 15,15,RC,-25.93,1.85088,0.63,0.04799,2019,6,3.729,1.286940198,49.63475463,No drought,413.0877777777778,-8.8475,231.81352839233037,-25.93
site 15,15,RC,-27.06,1.90986,0.39,0.04059,2018,6,3.732,1.087620579,51.17524116,No drought,409.44636363636363,-8.631818181818181,254.14991300372998,-27.06
site 15,15,RC,-26.74,1.88404,0.32,0.03928,2017,6,3.649,1.076459304,51.63167991,No drought,407.9508333333333,-8.625,247.56839288348075,-26.74
site 15,15,RC,-25.26,1.86404,0.6,0.03399,2016,6,3.647,0.931998903,51.11159857,No drought,404.9063636363636,-8.589,219.8498224859211,-25.259999999999998
site 15,15,RC,-27.32,1.92709,0.17,0.03205,2015,6,3.77,0.850132626,51.11644562,Drought,401.98545454545456,-8.533,255.90109444891388,-27.32
site 15,15,RC,-26.5,1.93698,0.27,0.03137,2014,6,3.847,0.815440603,50.35040291,Drought,400.08833333333337,-8.503636363636364,240.69674631268435,-26.5
site 15,15,RC,-26.67,1.8957,-0.07,0.02762,2013,6,3.721,0.742273582,50.94598226,Drought,397.44363636363636,-8.474545454545455,242.60688583339427,-26.67
site 15,15,RC,-25.98,1.94825,1.05,0.02342,2012,6,3.669,0.638321068,53.10029981,Drought,394.81,-8.41,230.07290707964603,-25.980000000000004
site 15,15,RC,-26.49,1.87623,0.64,0.02222,2011,6,3.614,0.614831212,51.91560598,No drought,392.597,-8.392222222222221,237.9516133726647,-26.490000000000002
site 15,15,RC,-26.06,1.83573,-0.02,0.04313,2019,7,3.767,1.144942925,48.73188213,No drought,413.0877777777778,-8.8475,234.18969702556532,-26.06
site 15,15,RC,-26.81,1.98053,-0.19,0.0417,2018,7,3.971,1.050113322,49.87484261,No drought,409.44636363636363,-8.631818181818181,249.6206390696994,-26.810000000000002
site 15,15,RC,-26.59,1.84539,-0.18,0.03892,2017,7,3.696,1.053030303,49.92938312,No drought,407.9508333333333,-8.625,244.8607546091445,-26.59
site 15,15,RC,-26.57,1.90109,-0.21,0.03854,2016,7,3.727,1.034075664,51.00858599,No drought,404.9063636363636,-8.589,243.32005860820595,-26.57
site 15,15,RC,-27.32,1.83194,-0.02,0.03515,2015,7,3.629,0.968586387,50.48057316,Drought,401.98545454545456,-8.533,255.90109444891388,-27.32
site 15,15,RC,-26.77,1.84598,-0.11,0.03289,2014,7,3.632,0.905561674,50.82544053,Drought,400.08833333333337,-8.503636363636364,245.47656268436577,-26.77
site 15,15,RC,-26.81,1.88133,0.09,0.03185,2013,7,3.704,0.85988121,50.79184665,Drought,397.44363636363636,-8.474545454545455,245.06892605865573,-26.810000000000002
site 15,15,RC,-26.51,1.99922,0.19,0.02809,2012,7,3.938,0.713306247,50.76739462,Drought,394.81,-8.41,239.33172566371684,-26.510000000000005
site 15,15,RC,-26.89,1.92083,0.08,0.03023,2011,7,3.724,0.811761547,51.57975295,No drought,392.597,-8.392222222222221,244.9002328416912,-26.89
site 15,15,RC,-26.13,1.84324,0.14,0.04628,2010,7,3.681,1.257267047,50.07443629,No drought,389.64454545454544,-8.37111111111111,230.31938888888888,-26.13
site 15,15,RC,-27.04,1.94326,-0.01,0.04185,2009,7,3.762,1.112440191,51.65497076,No drought,NA,NA,NA,NA
site 15,15,RC,-26.76,1.8674,-0.03,0.03546,2019,8,3.642,0.973640857,51.27402526,No drought,413.0877777777778,-8.8475,246.9844512045231,-26.760000000000005
site 15,15,RC,-26.57,1.8814,-0.01,0.03142,2018,8,3.678,0.854268624,51.15280044,No drought,409.44636363636363,-8.631818181818181,245.27253609303003,-26.57
site 15,15,RC,-27.9,1.8817,-0.07,0.02969,2017,8,3.631,0.81768108,51.8231892,No drought,407.9508333333333,-8.625,268.5074622050147,-27.9
site 15,15,RC,-27.85,1.96144,-0.02,0.02955,2016,8,3.817,0.774168195,51.3869531,No drought,404.9063636363636,-8.589,266.25280840707967,-27.850000000000005
site 15,15,RC,-26.83,1.9021,0,0.02614,2015,8,3.631,0.71991187,52.3850179,Drought,401.98545454545456,-8.533,247.1854806114239,-26.83
site 15,15,RC,-26.68,2.01725,0.04,0.01782,2014,8,3.862,0.461418954,52.23329881,Drought,400.08833333333337,-8.503636363636364,243.88329056047198,-26.68
site 15,15,RC,-27.73,1.95101,-0.09,0.02096,2013,8,3.751,0.558784324,52.01306318,Drought,397.44363636363636,-8.474545454545455,261.2480475389454,-27.730000000000004
site 15,15,RC,-25.4,1.81711,-1.37,0.04155,2012,8,3.69,1.12601626,49.24417344,Drought,394.81,-8.41,219.94061504424775,-25.4
site 15,15,RC,-25.63,1.8613,-1.68,0.04175,2011,8,3.692,1.130823402,50.41440953,No drought,392.597,-8.392222222222221,223.0120815142576,-25.63
site 15,15,RC,-24.88,1.92812,-2.02,0.04782,2019,9,3.804,1.257097792,50.68664564,No drought,413.0877777777778,-8.8475,212.62139712389376,-24.88
site 15,15,RC,-24.71,1.98327,-1.91,0.04612,2018,9,3.883,1.187741437,51.07571465,No drought,409.44636363636363,-8.631818181818181,211.57473802384257,-24.71
site 15,15,RC,-25.94,1.90137,-2.01,0.04011,2017,9,3.751,1.069314849,50.68968275,No drought,407.9508333333333,-8.625,233.12765542035396,-25.939999999999998
site 15,15,RC,-25.06,1.98457,-2,0.03874,2016,9,3.909,0.991046303,50.76925045,No drought,404.9063636363636,-8.589,216.26658032984705,-25.059999999999995
site 15,15,RC,-25.32,1.93268,-1.79,0.03475,2015,9,3.753,0.925925926,51.49693578,Drought,401.98545454545456,-8.533,220.32716041834266,-25.319999999999997
site 15,15,RC,-25.16,1.96621,-1.79,0.02636,2014,9,3.828,0.68861024,51.3638976,Drought,400.08833333333337,-8.503636363636364,216.97469469026547,-25.16
site 15,15,RC,-25.37,2.02028,-1.91,0.03297,2013,9,3.938,0.837227019,51.30218385,Drought,397.44363636363636,-8.474545454545455,219.7450837416807,-25.37
site 15,15,RC,-24.3,1.82625,0.04,0.04248,2012,9,3.713,1.144088338,49.18529491,Drought,394.81,-8.41,200.72419911504423,-24.299999999999997
site 15,15,RC,-25.38,1.86,0.11,0.03998,2011,9,3.69,1.083468835,50.40650407,No drought,392.597,-8.392222222222221,218.66919434611603,-25.380000000000003
site 15,15,RC,-25.13,2.0117,0.01,0.04215,2019,10,3.926,1.073611819,51.24044829,No drought,413.0877777777778,-8.8475,217.19095218780726,-25.130000000000003
site 15,15,RC,-25.07,1.83724,-0.02,0.03323,2018,10,3.619,0.91820945,50.76651009,No drought,409.44636363636363,-8.631818181818181,218.09689248884658,-25.07
site 15,15,RC,-25.39,1.81159,0.03,0.03313,2017,10,3.644,0.909165752,49.71432492,No drought,407.9508333333333,-8.625,223.19964841445426,-25.39
site 15,15,RC,-25.81,1.97578,0.36,0.03383,2016,10,3.839,0.881219067,51.46600677,No drought,404.9063636363636,-8.589,229.70373841512458,-25.809999999999995
site 15,15,RC,-25.36,1.93507,0.31,0.03118,2015,10,3.827,0.814737392,50.56362686,Drought,401.98545454545456,-8.533,221.0386390989541,-25.359999999999996
site 15,15,RC,-25.35,1.95868,0.7,0.01761,2014,10,3.731,0.471991423,52.49745377,Drought,400.08833333333337,-8.503636363636364,220.33826917404133,-25.35
site 15,15,RC,-25.88,1.88289,0.25,0.02877,2013,10,3.696,0.778409091,50.94399351,Drought,397.44363636363636,-8.474545454545455,228.713944562276,-25.88
site 15,15,RC,-25.21,1.99731,-2.41,0.04156,2012,10,3.987,1.04238776,50.09556057,Drought,394.81,-8.41,216.62141592920355,-25.21
site 15,15,RC,-25.59,1.84303,-2.88,0.03611,2011,10,3.649,0.989586188,50.50781036,No drought,392.597,-8.392222222222221,222.31721956735498,-25.590000000000003
site 27,27,K,-26.49,1.8978,-2.91,0.03673,2019,1,3.703,0.991898461,51.25033756,No drought,413.0877777777778,-8.8475,242.0493317354965,-26.49
site 27,27,K,-25.1,1.96659,-2.89,0.03367,2018,1,3.835,0.877966102,51.28005215,No drought,409.44636363636363,-8.631818181818181,218.64040536093026,-25.099999999999998
site 27,27,K,-26.67,1.95889,-2.8,0.03062,2017,1,3.818,0.801990571,51.30670508,No drought,407.9508333333333,-8.625,246.30482835545723,-26.67
site 27,27,K,-26.18,1.9187,-2.95,0.0287,2016,1,3.712,0.773168103,51.68911638,No drought,404.9063636363636,-8.589,236.33273640386162,-26.18
site 27,27,K,-26.05,1.93203,-2.78,0.02867,2015,1,3.702,0.774446245,52.18881686,Drought,401.98545454545456,-8.533,233.31164633950124,-26.050000000000004
site 27,27,K,-25.12,1.96501,-2.77,0.02538,2014,1,3.763,0.674461866,52.21923997,Drought,400.08833333333337,-8.503636363636364,216.2665737463127,-25.12
site 27,27,K,-26.22,1.98467,-2.71,0.02556,2013,1,3.796,0.673340358,52.28319283,Drought,397.44363636363636,-8.474545454545455,234.6931851093395,-26.22
site 27,27,K,-25.82,1.82257,-4.99,0.03532,2012,1,3.657,0.965818977,49.83784523,Drought,394.81,-8.41,227.27779203539822,-25.82
site 27,27,K,-25.34,1.8837,-5.53,0.03713,2011,1,3.714,0.999730749,50.71890145,No drought,392.597,-8.392222222222221,217.97433239921338,-25.340000000000003
site 27,27,K,-26.27,1.87707,-5.71,0.03584,2010,1,3.66,0.979234973,51.28606557,No drought,389.64454545454544,-8.37111111111111,232.73311616161618,-26.270000000000003
site 27,27,K,-26.36,1.98639,-5.86,0.03467,2009,1,3.837,0.903570498,51.76935106,No drought,NA,NA,NA,NA
site 27,27,K,-26.66,2.00162,-5.86,0.03314,2008,1,3.892,0.851490236,51.4290853,No drought,NA,NA,NA,NA
site 27,27,K,-25.94,1.87752,-5.82,0.03118,2019,6,3.643,0.855888004,51.53774362,No drought,413.0877777777778,-8.8475,231.99631059488692,-25.94
site 27,27,K,-25.78,1.9416,-5.72,0.03053,2018,6,3.755,0.813049268,51.70705726,No drought,409.44636363636363,-8.631818181818181,230.96003046149343,-25.78
site 27,27,K,-25.77,1.90673,-5.74,0.03018,2017,6,3.672,0.821895425,51.92619826,No drought,407.9508333333333,-8.625,230.0589987094395,-25.769999999999996
site 27,27,K,-25.95,1.9109,-5.57,0.02707,2016,6,3.7,0.731621622,51.64594595,No drought,404.9063636363636,-8.589,232.21200792437642,-25.949999999999996
site 27,27,K,-25.31,1.87408,-2.94,0.03734,2015,6,3.76,0.993085106,49.84255319,Drought,401.98545454545456,-8.533,220.14929074818988,-25.310000000000002
site 27,27,K,-25.52,1.99024,-3.22,0.03474,2014,6,3.95,0.879493671,50.38582278,Drought,400.08833333333337,-8.503636363636364,223.34778318584068,-25.52
site 27,27,K,-26.45,1.95098,-3.45,0.03121,2013,6,3.837,0.813395882,50.84649466,Drought,397.44363636363636,-8.474545454545455,238.73796547941197,-26.450000000000003
site 27,27,K,-25.51,1.97236,-2.83,0.0337,2012,6,3.88,0.868556701,50.83402062,Drought,394.81,-8.41,221.86225663716814,-25.51
site 27,27,K,-26.56,1.91145,-3.1,0.02861,2011,6,3.724,0.768259936,51.32787325,No drought,392.597,-8.392222222222221,239.16762177974434,-26.560000000000002
site 27,27,K,-25.99,1.92201,-3.07,0.0282,2010,6,3.733,0.755424591,51.48700777,No drought,389.64454545454544,-8.37111111111111,227.90566161616158,-25.99
site 27,27,K,-26.23,1.99889,-3.17,0.02994,2019,7,3.849,0.77786438,51.93270979,No drought,413.0877777777778,-8.8475,237.29699446902654,-26.23
site 27,27,K,-25.68,1.88066,-2.99,0.02584,2018,7,3.624,0.713024283,51.89459161,No drought,409.44636363636363,-8.631818181818181,229.14832088788117,-25.679999999999996
site 27,27,K,-26.05,2.02777,-2.96,0.02877,2017,7,3.867,0.743987587,52.43780709,No drought,407.9508333333333,-8.625,235.11325682153392,-26.050000000000004
site 27,27,K,-24.83,1.869,-4.44,0.03574,2016,7,3.766,0.949017525,49.62825279,No drought,404.9063636363636,-8.589,212.14585185036196,-24.83
site 27,27,K,-25.27,2.04319,-4.35,0.03902,2015,7,3.964,0.984359233,51.54364279,Drought,401.98545454545456,-8.533,219.43781206757845,-25.270000000000003
site 27,27,K,-25.5,1.86692,-4.18,0.03338,2014,7,3.631,0.919305976,51.4161388,Drought,400.08833333333337,-8.503636363636364,222.9937227138643,-25.5
site 27,27,K,-24.76,1.9411,-4.02,0.03413,2013,7,3.744,0.91159188,51.84561966,Drought,397.44363636363636,-8.474545454545455,209.01762276018437,-24.760000000000005
site 27,27,K,-26.65,1.91779,-4.04,0.03029,2012,7,3.67,0.825340599,52.25585831,Drought,394.81,-8.41,241.77745132743357,-26.65
site 27,27,K,-26.12,2.05317,-4.3,0.03148,2011,7,3.939,0.799187611,52.12414318,No drought,392.597,-8.392222222222221,231.52414036381515,-26.12
site 27,27,K,-26.27,1.94643,-4.22,0.02736,2010,7,3.727,0.734102495,52.22511403,No drought,389.64454545454544,-8.37111111111111,232.73311616161618,-26.270000000000003
site 27,27,K,-25.43,2.01497,-4.03,0.02495,2009,7,3.947,0.632125665,51.0506714,No drought,NA,NA,NA,NA
site 27,27,K,-25.58,1.84256,-3.37,0.03633,2019,12,3.738,0.971910112,49.29266988,No drought,413.0877777777778,-8.8475,225.41615130285146,-25.58
site 27,27,K,-26.17,1.97221,-3.47,0.03344,2018,12,3.939,0.848946433,50.06879919,No drought,409.44636363636363,-8.631818181818181,238.02569779858115,-26.17
site 27,27,K,-25.73,1.83043,-3.55,0.03248,2017,12,3.656,0.888402626,50.06646608,No drought,407.9508333333333,-8.625,229.33696183628317,-25.729999999999997
site 27,27,K,-26.7,1.94744,-3.54,0.03244,2016,12,3.895,0.832862644,49.99845956,No drought,404.9063636363636,-8.589,245.64916600965398,-26.699999999999996
site 27,27,K,-26.39,1.87362,-3.51,0.03174,2015,12,3.693,0.859463851,50.73436231,Drought,401.98545454545456,-8.533,239.3592151246983,-26.39
site 27,27,K,-25.4,1.93344,-3.57,0.03196,2014,12,3.837,0.832942403,50.38936669,Drought,400.08833333333337,-8.503636363636364,221.22342035398228,-25.4
site 27,27,K,-25.6,1.8324,-3.51,0.02643,2013,12,3.64,0.726098901,50.34065934,Drought,397.44363636363636,-8.474545454545455,223.78986411175305,-25.6
site 27,27,K,-25.56,1.9228,-3.41,0.02902,2012,12,3.766,0.770578864,51.05682422,Drought,394.81,-8.41,222.73573008849553,-25.560000000000002
site 27,27,K,-25.75,2.05973,-3.57,0.0313,2011,12,3.987,0.785051417,51.66114873,No drought,392.597,-8.392222222222221,225.09666735496555,-25.75
site 27,27,K,-25.66,1.90715,-3.29,0.03965,2019,13,3.845,1.031209363,49.60078023,No drought,413.0877777777778,-8.8475,226.87840892330382,-25.66
site 27,27,K,-25.27,1.84798,-3.47,0.04093,2018,13,3.665,1.116780355,50.42237381,No drought,409.44636363636363,-8.631818181818181,221.7203116360711,-25.270000000000003
site 27,27,K,-26.36,1.88426,-3.64,0.0386,2017,13,3.74,1.032085561,50.38128342,No drought,407.9508333333333,-8.625,240.70904258849552,-26.36
site 27,27,K,-25.31,1.86731,-3.72,0.03704,2016,13,3.648,1.015350877,51.18722588,No drought,404.9063636363636,-8.589,220.74563302493956,-25.309999999999995
site 27,27,K,-27.06,1.91863,-3.59,0.031,2015,13,3.755,0.825565912,51.09533955,Drought,401.98545454545456,-8.533,251.27648302493967,-27.060000000000002
site 27,27,K,-26.49,2.00478,-3.62,0.02958,2014,13,3.937,0.751333503,50.92151384,Drought,400.08833333333337,-8.503636363636364,240.51971607669614,-26.49
site 27,27,K,-26.28,1.86582,-3.65,0.02617,2013,13,3.633,0.720341316,51.35755574,Drought,397.44363636363636,-8.474545454545455,235.74834520588016,-26.279999999999998
site 27,27,K,-25.7,1.90217,-3.55,0.02777,2012,13,3.7,0.750540541,51.41,Drought,394.81,-8.41,225.18145575221234,-25.7
site 27,27,K,-26.99,1.98459,-3.47,0.02722,2011,13,3.848,0.707380457,51.5745842,No drought,392.597,-8.392222222222221,246.63738770894787,-26.990000000000002
site 27,27,K,-26.04,1.96235,-2.41,0.04103,2019,14,3.981,1.030645566,49.29289123,No drought,413.0877777777778,-8.8475,233.82413262045225,-26.04
site 27,27,K,-25.96,1.91612,-2.53,0.03588,2018,14,3.869,0.927371414,49.52494185,No drought,409.44636363636363,-8.631818181818181,234.22110769399544,-25.96
site 27,27,K,-26.15,1.8593,-2.3,0.03542,2017,14,3.702,0.956780119,50.22420313,No drought,407.9508333333333,-8.625,236.91834900442473,-26.15
site 27,27,K,-26.54,1.84864,-2.57,0.03607,2016,14,3.667,0.983637851,50.41287156,No drought,404.9063636363636,-8.589,242.78257228479484,-26.540000000000003
